年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,03,総務局,17,その他,東京防災プランの推進,避難者生活支援等に関する区市町村支援補助金,"補助金の目的：避難所の環境整備や、災害時に有効活用できるトイレの確保等について、区市町村に対する支援を実施
補助対象者　：区市町村
補助対象経費：簡易ベッド、屋内型仕切り・テント、災害用温水シャワー、ペット避難資機材、モバイルバッテリー等、可搬型Wi-Fi、非常用発電機、防災備蓄倉庫、空調設備、物資運搬補助器具、給水車、給水バッグ、携帯トイレ、マンホールトイレ、簡易トイレ、車両型トイレ、自己処理型トイレ、災害対応型常設トイレ、エレベーター用防災キャビネット、仮設トイレ、地域内輸送拠点資機材、消火器、家具転倒防止用器具
負担割合：都1/2、区市町村1/2等",1,区市町村,"3,907,483 ",総務局総合防災部防災計画課,03-5388-2454,
2026,03,総務局,07,教育,公立大学法人の管理運営,東京都公立大学法人運営費交付金,"補助金の目的：地方独立行政法人法に基づき、東京都公立大学法人に対し、設立団体である東京都から財源を措置
補助対象者　：東京都公立大学法人
補助対象経費：東京都公立大学法人が、地方独立行政法人法に基づき、法人が行う事業の財源に充てるための経費
負担割合　　：都10/10",7,その他団体,"29,512,173 ",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/kouhukin.html
2026,03,総務局,07,教育,公立大学法人の管理運営,東京都公立大学法人施設費補助金,"補助金の目的：東京都公立大学法人が行う施設・設備に要する経費を補助
補助対象者　：東京都公立大学法人
補助対象経費：施設整備費、災害復旧費、附帯事務費
負担割合　　：都10/10",7,その他団体,"4,926,703 ",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/houjin.html
2026,03,総務局,07,教育,公立大学法人の管理運営,高等学校等就学支援金,"補助金の目的：教育に係る経済的負担の軽減を図り、もって教育の機会均等に寄与
補助対象者　：東京都公立大学法人
補助対象経費：授業料
負担割合　　：国3/4、都1/4",7,その他団体,"232,958 ",総務局総務部企画計理課,03-5388-2289,https://www.mext.go.jp/a_menu/shotou/mushouka/1342674.htm
2026,03,総務局,07,教育,公立大学法人の管理運営,高等専門学校の奨学のための給付金,"補助金の目的：教育に係る経済的負担の軽減を図り、もって教育の機会均等に寄与
補助対象者　：生活保護受給世帯、都道府県民税所得割額及び区市町村民税所得割額が非課税の世帯及び中所得世帯（年収目安490万円未満）の保護者等
補助対象経費：授業料以外の教育に必要な経費（教材、学用品費等）
負担割合　　：国1/2、都1/2",6,一般都民,"12,794 ",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/kyuuhukin.html
2026,04,財務局,17,その他,公営企業会計支出金,中央卸売市場会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：中央卸売市場長
補助対象経費：一般行政経費
負担割合　　：経費により個別に定める",4,公営企業,"3,171,000 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,都市再開発事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：都市整備局長
補助対象経費：児童手当負担金補助
負担割合　　：経費により個別に定める",4,公営企業,420 ,財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,臨海地域開発事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：港湾局長
補助対象経費：福祉インフラ整備事業負担金等
負担割合　　：経費により個別に定める",4,公営企業,"19,980 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,港湾事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：港湾局長
補助対象経費：児童手当負担金補助
負担割合　　：経費により個別に定める",4,公営企業,600 ,財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,交通事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：軌道敷の維持、修繕及び改良並びに軌道の撤去に要する費用に対する補助
　　　　　　　　　 料金減免措置補てん金(70歳以上の老人、身体障害者等及び精神障害者に対する料金の減免措置実施による料金減収額相当の補てん)等
負担割合　　：経費により個別に定める",4,公営企業,"8,017,000 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,高速電車事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：料金減免措置補てん金(70歳以上の老人、身体障害者等及び精神障害者に対する料金の減免措置実施による料金減収額相当の補てん)等
負担割合　　：経費により個別に定める",4,公営企業,"9,689,000 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,電気事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：児童手当負担金補助等
負担割合　　：経費により個別に定める",4,公営企業,"3,000 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,水道事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：水道局長
補助対象経費：料金特別措置補てん金(生活保護世帯等の料金減免額の補てん金)等
負担割合　　：経費により個別に定める",4,公営企業,"43,262,000 ",財務局主計部議案課,03-5388-2663,
2026,04,財務局,17,その他,公営企業会計支出金,下水道事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：下水道局長
補助対象経費：雨水処理に要する経費等
負担割合　　：経費により個別に定める",4,公営企業,"140,163,000 ",財務局主計部議案課,03-5388-2663,
2026,05,デジタルサービス局,17,その他,（一財）GovTech東京の運営等,GovTech東京補助金,"補助金の目的：区市町村を含めた東京全体のＤＸを効果的に進めるため
補助対象者　：一般財団法人GovTech東京
補助対象経費：（一財）GovTech東京の運営等に関する経費
負担割合　　：都10/10",3,政策連携団体,"4,469,785 ",デジタルサービス局総務部総務課,03-5388-2038,
2026,05,デジタルサービス局,17,その他,スマートシティの推進,地域を主体とするスマート東京先進事例創出事業,"補助金の目的：まちのスマート化に意欲的な地域の主体的な取組を加速させ、都内各地のスマート東京の展開・実装につなげていくこと
補助対象者　：区市町村と連携し、大学や地域に根差して地域課題の解決に取り組む企業等の連携体
補助対象経費：地域課題の探索・検討・設定等に要する経費、デジタルの力を活用した地域の課題解決に資する取組の実施に係る費用 等
負担割合　　：補助対象経費の２分の１以内の額又は補助限度額2000万円のいずれか低い額",5,民間団体,"40,000 ",デジタルサービス局デジタルサービス推進部デジタルサービス推進課,03-5320-7622,https://www.chiiki-smarttokyo.metro.tokyo.lg.jp/
